close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
41.8929,5047731,0.43,0.51,0.56,0.758,2015-05-01
41.5199,1883320,0.43,0.544,0.548,0.756,2015-05-04
40.5556,3041615,0.424,0.526,0.55,0.754,2015-05-05
41.0196,1781839,0.424,0.514,0.558,0.76,2015-05-06
41.2743,1068830,0.43,0.53,0.552,0.758,2015-05-07
41.8292,1589792,0.434,0.536,0.554,0.762,2015-05-08
41.529,2230394,0.432,0.542,0.552,0.764,2015-05-11
41.2652,1164431,0.432,0.534,0.554,0.762,2015-05-12
41.1651,1168677,0.432,0.526,0.556,0.76,2015-05-13
42.1931,1284580,0.434,0.526,0.556,0.762,2015-05-14
42.3569,1339288,0.434,0.544,0.55,0.76,2015-05-15
42.3478,1323869,0.436,0.538,0.554,0.762,2015-05-18
41.9748,2655230,0.424,0.53,0.552,0.762,2015-05-19
42.0748,1587677,0.424,0.522,0.554,0.762,2015-05-20
41.2015,2456839,0.424,0.53,0.552,0.764,2015-05-21
40.7557,1589543,0.422,0.498,0.562,0.764,2015-05-22
40.3828,2131874,0.422,0.486,0.566,0.762,2015-05-25
40.965,1787488,0.422,0.484,0.566,0.762,2015-05-26
40.6193,1061627,0.42,0.488,0.564,0.762,2015-05-27
40.2372,2205055,0.42,0.494,0.562,0.762,2015-05-28
40.3464,1367164,0.428,0.506,0.562,0.762,2015-05-29
40.3828,4076983,0.426,0.492,0.566,0.76,2015-06-01
40.5567,1784133,0.424,0.496,0.564,0.762,2015-06-02
40.1722,1523786,0.426,0.496,0.564,0.762,2015-06-03
39.568,1359475,0.426,0.492,0.566,0.762,2015-06-04
39.3116,886909,0.426,0.498,0.564,0.762,2015-06-05
39.3025,1100541,0.42,0.476,0.568,0.762,2015-06-08
39.6321,761604,0.42,0.476,0.57,0.764,2015-06-09
39.568,1275722,0.418,0.478,0.568,0.764,2015-06-10
39.9616,5910346,0.418,0.478,0.568,0.764,2015-06-11
39.5497,2036346,0.414,0.474,0.568,0.764,2015-06-12
40.0898,2285785,0.414,0.488,0.562,0.762,2015-06-15
40.575,2644154,0.414,0.484,0.566,0.764,2015-06-16
41.2159,3260326,0.414,0.492,0.562,0.764,2015-06-17
40.9595,2706396,0.416,0.504,0.558,0.762,2015-06-18
41.0053,1160284,0.416,0.508,0.558,0.768,2015-06-19
40.7856,1205594,0.414,0.506,0.56,0.77,2015-06-22
40.7398,1023334,0.414,0.506,0.56,0.77,2015-06-23
40.7123,1571181,0.416,0.498,0.562,0.77,2015-06-24
41.1152,1989765,0.416,0.508,0.558,0.768,2015-06-25
39.9525,2357386,0.412,0.504,0.558,0.768,2015-06-26
39.7694,1825367,0.41,0.524,0.552,0.768,2015-06-29
39.7968,1948764,0.41,0.516,0.554,0.766,2015-06-30
39.513,1425677,0.408,0.506,0.556,0.766,2015-07-01
38.8813,2898873,0.408,0.5,0.558,0.766,2015-07-02
40.2729,2499338,0.408,0.49,0.562,0.768,2015-07-03
39.7419,1897900,0.406,0.498,0.558,0.766,2015-07-06
40.218,2256855,0.408,0.486,0.562,0.766,2015-07-07
40.6757,2628451,0.404,0.522,0.55,0.766,2015-07-08
41.5821,1732835,0.402,0.524,0.548,0.766,2015-07-09
41.8476,1783990,0.402,0.532,0.544,0.764,2015-07-10
41.3898,1276977,0.404,0.54,0.542,0.764,2015-07-13
41.7469,1269607,0.404,0.55,0.538,0.762,2015-07-14
41.6462,1117166,0.404,0.554,0.538,0.764,2015-07-15
41.6828,911343,0.404,0.548,0.54,0.764,2015-07-16
41.5088,842614,0.404,0.552,0.538,0.764,2015-07-17
41.5363,1084327,0.402,0.552,0.538,0.762,2015-07-20
41.5729,958457,0.398,0.556,0.536,0.764,2015-07-21
41.0785,1118283,0.398,0.56,0.534,0.764,2015-07-22
40.9138,1831504,0.4,0.558,0.536,0.764,2015-07-23
41.5088,1383949,0.4,0.56,0.534,0.762,2015-07-24
42.2962,2408734,0.4,0.558,0.536,0.764,2015-07-27
41.6004,2757038,0.398,0.564,0.534,0.766,2015-07-28
46.7638,13330418,0.398,0.566,0.534,0.768,2015-07-29
44.7222,8431612,0.396,0.568,0.532,0.766,2015-07-30
46.2511,8799344,0.364,0.568,0.518,0.756,2015-07-31
47.4596,4887661,0.362,0.672,0.482,0.754,2015-08-03
48.8786,9458995,0.364,0.63,0.498,0.758,2015-08-04
47.3406,6214295,0.362,0.666,0.484,0.758,2015-08-05
47.8716,4162481,0.364,0.688,0.478,0.758,2015-08-06
47.78,3053152,0.364,0.722,0.468,0.762,2015-08-07
48.3568,2596375,0.362,0.696,0.476,0.764,2015-08-10
48.0272,2311154,0.36,0.696,0.476,0.762,2015-08-11
48.0547,2441869,0.36,0.702,0.472,0.762,2015-08-12
48.5216,6473594,0.36,0.71,0.472,0.764,2015-08-13
48.2011,5426424,0.36,0.706,0.472,0.764,2015-08-14
48.1004,3509854,0.36,0.706,0.472,0.764,2015-08-17
47.8258,3520528,0.36,0.708,0.472,0.764,2015-08-18
47.4138,6220200,0.362,0.704,0.474,0.764,2015-08-19
46.3244,6461687,0.362,0.71,0.472,0.764,2015-08-20
46.1046,7388174,0.362,0.726,0.468,0.764,2015-08-21
47.4047,5398964,0.364,0.742,0.462,0.764,2015-08-24
47.4687,2570283,0.364,0.754,0.458,0.764,2015-08-25
47.4871,1565099,0.362,0.754,0.458,0.764,2015-08-26
47.1392,2464523,0.362,0.754,0.458,0.764,2015-08-27
46.6265,3183562,0.364,0.73,0.466,0.764,2015-08-28
47.4458,2146407,0.364,0.736,0.464,0.766,2015-08-31
47.5286,1952810,0.364,0.736,0.464,0.766,2015-09-01
46.0189,2823844,0.364,0.748,0.46,0.766,2015-09-02
47.1144,2612707,0.364,0.74,0.464,0.768,2015-09-03
45.218,3506369,0.364,0.74,0.462,0.766,2015-09-04
45.3469,2820974,0.364,0.728,0.468,0.768,2015-09-07
45.1352,2264898,0.362,0.726,0.466,0.766,2015-09-08
45.1076,1947873,0.362,0.726,0.468,0.768,2015-09-09
44.8406,2893840,0.364,0.72,0.468,0.764,2015-09-10
45.531,2572269,0.362,0.722,0.468,0.762,2015-09-11
45.1536,1929039,0.35,0.706,0.468,0.764,2015-09-14
44.6565,3464630,0.352,0.708,0.47,0.766,2015-09-15
45.0707,1381333,0.352,0.694,0.474,0.766,2015-09-16
44.3067,1412496,0.354,0.694,0.476,0.768,2015-09-17
45.0339,2864380,0.354,0.686,0.478,0.768,2015-09-18
44.7578,1908555,0.352,0.696,0.474,0.768,2015-09-21
44.7762,3248334,0.352,0.7,0.474,0.768,2015-09-22
43.1007,3648816,0.352,0.696,0.474,0.768,2015-09-23
43.92,4292279,0.352,0.71,0.47,0.77,2015-09-24
44.5092,2447469,0.352,0.71,0.47,0.77,2015-09-25
44.905,1814865,0.356,0.716,0.47,0.77,2015-09-28
45.2272,1632026,0.354,0.71,0.472,0.77,2015-09-29
45.5402,4175607,0.356,0.732,0.464,0.77,2015-09-30
44.9511,1923602,0.356,0.722,0.468,0.77,2015-10-01
45.9269,2948262,0.356,0.726,0.466,0.77,2015-10-02
46.2767,901556,0.358,0.722,0.468,0.77,2015-10-05
46.7922,1207057,0.364,0.714,0.474,0.77,2015-10-06
46.8658,1200076,0.364,0.7,0.478,0.77,2015-10-07
46.2399,2095122,0.362,0.712,0.472,0.768,2015-10-08
46.111,2490584,0.364,0.714,0.474,0.768,2015-10-09
