close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
26.9999,5319962,0.494,0.058,0.676,0.592,2015-05-01
26.9428,3581585,0.496,0.058,0.676,0.592,2015-05-04
26.5816,4083492,0.498,0.058,0.678,0.592,2015-05-05
26.6006,3907717,0.498,0.06,0.676,0.588,2015-05-06
27.3707,5237990,0.396,0.054,0.648,0.602,2015-05-07
27.9791,4593442,0.398,0.06,0.646,0.602,2015-05-08
28.3023,6242754,0.394,0.064,0.642,0.596,2015-05-11
28.1312,2807464,0.394,0.064,0.642,0.596,2015-05-12
28.8823,7812468,0.392,0.064,0.642,0.596,2015-05-13
29.3386,4487350,0.392,0.068,0.64,0.596,2015-05-14
29.3291,2906173,0.392,0.068,0.64,0.596,2015-05-15
29.6999,4537579,0.394,0.064,0.644,0.6,2015-05-18
29.6714,2111657,0.382,0.074,0.636,0.6,2015-05-19
29.7189,3820271,0.38,0.076,0.634,0.6,2015-05-20
30.3178,3938650,0.384,0.08,0.636,0.602,2015-05-21
30.1752,3509976,0.384,0.082,0.634,0.602,2015-05-22
30.4129,3795450,0.384,0.084,0.634,0.602,2015-05-25
30.6506,3933402,0.382,0.084,0.634,0.602,2015-05-26
30.4509,3035349,0.382,0.086,0.632,0.602,2015-05-27
30.275,13800086,0.382,0.084,0.634,0.6,2015-05-28
30.8074,4989009,0.388,0.102,0.63,0.604,2015-05-29
30.6268,2911340,0.388,0.086,0.636,0.604,2015-06-01
30.5032,2488751,0.386,0.098,0.632,0.604,2015-06-02
29.8377,4738804,0.386,0.094,0.632,0.604,2015-06-03
29.7712,5252542,0.388,0.096,0.632,0.604,2015-06-04
29.505,3365630,0.388,0.096,0.632,0.606,2015-06-05
29.9471,2998466,0.38,0.082,0.636,0.608,2015-06-08
29.8425,4042997,0.382,0.062,0.658,0.65,2015-06-09
29.8615,2859882,0.382,0.064,0.656,0.65,2015-06-10
29.9375,3080563,0.382,0.06,0.656,0.648,2015-06-11
29.4812,3771979,0.376,0.056,0.656,0.65,2015-06-12
29.5002,1818712,0.376,0.064,0.654,0.65,2015-06-15
29.5192,1781132,0.374,0.06,0.656,0.65,2015-06-16
29.4812,2927784,0.376,0.056,0.656,0.652,2015-06-17
29.6714,2979322,0.374,0.06,0.656,0.654,2015-06-18
29.6428,2109476,0.374,0.06,0.656,0.654,2015-06-19
29.8615,1851257,0.372,0.062,0.656,0.656,2015-06-22
29.7854,2458294,0.372,0.058,0.656,0.656,2015-06-23
29.6904,1884453,0.374,0.06,0.658,0.656,2015-06-24
29.8472,8074570,0.374,0.06,0.656,0.656,2015-06-25
