close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
79.5756,8906086,0.966,0.974,0.36,0.086,2015-05-01
79.2713,7967085,0.966,0.974,0.36,0.086,2015-05-04
80.7928,27116285,0.966,0.974,0.36,0.086,2015-05-05
80.0771,11504507,0.966,0.972,0.36,0.084,2015-05-06
80.7485,10220595,0.968,0.974,0.358,0.082,2015-05-07
82.0856,13828248,0.968,0.976,0.36,0.086,2015-05-08
84.2778,23882383,0.968,0.978,0.358,0.084,2015-05-11
83.3771,11906972,0.966,0.978,0.358,0.084,2015-05-12
82.8728,11155725,0.966,0.976,0.358,0.084,2015-05-13
83.8356,8898659,0.966,0.978,0.358,0.084,2015-05-14
87.6071,37053009,0.966,0.978,0.358,0.084,2015-05-15
88.2671,14811944,0.966,0.976,0.358,0.084,2015-05-18
88.0685,19101306,0.966,0.974,0.36,0.086,2015-05-19
88.7899,12757129,0.966,0.974,0.37,0.118,2015-05-20
89.0028,12767020,0.966,0.974,0.37,0.116,2015-05-21
88.8385,7466039,0.966,0.974,0.37,0.116,2015-05-22
87.9928,9645720,0.966,0.976,0.368,0.116,2015-05-25
89.8571,10506412,0.966,0.976,0.368,0.116,2015-05-26
89.5071,7821541,0.966,0.974,0.37,0.118,2015-05-27
89.1513,12712014,0.966,0.974,0.37,0.118,2015-05-28
89.0028,9925832,0.97,0.98,0.368,0.114,2015-05-29
89.1299,7528927,0.97,0.98,0.368,0.114,2015-06-01
88.8085,6237994,0.97,0.98,0.368,0.112,2015-06-02
89.3485,10074379,0.97,0.98,0.368,0.112,2015-06-03
90.4599,11624347,0.97,0.98,0.368,0.112,2015-06-04
89.6042,11148914,0.972,0.98,0.368,0.112,2015-06-05
92.4499,22025080,0.972,0.98,0.368,0.11,2015-06-08
95.8713,57121379,0.972,0.982,0.368,0.112,2015-06-09
95.0942,26623387,0.972,0.982,0.368,0.112,2015-06-10
94.4185,10278821,0.972,0.982,0.368,0.112,2015-06-11
93.4313,19053951,0.972,0.982,0.366,0.11,2015-06-12
95.2728,16043020,0.972,0.982,0.368,0.112,2015-06-15
94.2713,9905119,0.972,0.982,0.366,0.11,2015-06-16
94.7428,8963122,0.972,0.982,0.366,0.11,2015-06-17
93.8713,19814802,0.972,0.982,0.366,0.11,2015-06-18
96.4142,16732905,0.972,0.982,0.368,0.112,2015-06-19
97.3128,15626436,0.972,0.982,0.368,0.112,2015-06-22
96.9442,77138796,0.972,0.982,0.368,0.112,2015-06-23
94.8913,41623204,0.972,0.982,0.368,0.112,2015-06-24
93.0885,30314697,0.972,0.982,0.368,0.112,2015-06-25
92.2313,24575887,0.974,0.982,0.368,0.11,2015-06-26
93.8485,16880458,0.974,0.982,0.368,0.112,2015-06-29
93.6356,14699419,0.974,0.982,0.368,0.11,2015-06-30
94.0442,11053231,0.976,0.98,0.368,0.11,2015-07-01
94.5713,11808384,0.976,0.98,0.368,0.108,2015-07-02
94.0913,21573272,0.976,0.982,0.368,0.11,2015-07-03
93.507,12990691,0.976,0.982,0.368,0.11,2015-07-06
95.727,16731316,0.976,0.982,0.368,0.11,2015-07-07
97.2285,21636594,0.976,0.982,0.368,0.11,2015-07-08
101.087,33205011,0.976,0.982,0.368,0.112,2015-07-09
100.3713,19736437,0.976,0.982,0.368,0.112,2015-07-10
98.13,30898594,0.976,0.982,0.368,0.112,2015-07-13
115.81,63460992,0.976,0.982,0.372,0.122,2015-07-14
114.77,25136948,0.976,0.982,0.372,0.122,2015-07-15
110.55,22676913,0.976,0.982,0.372,0.122,2015-07-16
112.51,14085422,0.972,0.982,0.382,0.16,2015-07-17
111.5,10500548,0.972,0.98,0.384,0.16,2015-07-20
110.1,8306774,0.972,0.98,0.386,0.164,2015-07-21
109.34,8125065,0.972,0.978,0.386,0.164,2015-07-22
106.43,11302624,0.972,0.978,0.386,0.164,2015-07-23
106.9,11155945,0.972,0.978,0.386,0.164,2015-07-24
107.08,6695640,0.968,0.978,0.384,0.166,2015-07-27
111.56,14229196,0.966,0.978,0.384,0.164,2015-07-28
114.31,16349071,0.968,0.978,0.386,0.168,2015-07-29
112.56,10144817,0.968,0.978,0.386,0.168,2015-07-30
121.15,29653323,0.966,0.978,0.386,0.172,2015-07-31
123.71,26946486,0.966,0.978,0.386,0.168,2015-08-03
126.45,24716746,0.966,0.978,0.388,0.174,2015-08-04
123.52,17360669,0.966,0.978,0.388,0.176,2015-08-05
123.03,13424574,0.968,0.978,0.39,0.178,2015-08-06
122.74,11596811,0.968,0.978,0.388,0.172,2015-08-07
120.51,13881612,0.97,0.978,0.386,0.166,2015-08-10
123.73,15284397,0.97,0.978,0.386,0.166,2015-08-11
123.39,8667683,0.97,0.978,0.386,0.166,2015-08-12
125.36,9233848,0.97,0.978,0.386,0.166,2015-08-13
124.05,9381994,0.97,0.978,0.386,0.164,2015-08-14
122.06,10115271,0.97,0.978,0.386,0.164,2015-08-17
112.49,28045318,0.97,0.978,0.386,0.164,2015-08-18
103.96,33228296,0.972,0.978,0.386,0.164,2015-08-19
96.88,59951948,0.972,0.978,0.386,0.164,2015-08-20
101.52,37620719,0.972,0.978,0.386,0.166,2015-08-21
110.13,36164638,0.972,0.978,0.386,0.166,2015-08-24
117.66,37056071,0.972,0.978,0.386,0.164,2015-08-25
117.63,20240237,0.972,0.978,0.386,0.166,2015-08-26
115.03,17005581,0.972,0.978,0.386,0.166,2015-08-27
105.79,35977081,0.972,0.98,0.386,0.166,2015-08-28
105.44,39843254,0.974,0.978,0.388,0.17,2015-08-31
101.06,29546652,0.972,0.978,0.388,0.168,2015-09-01
98.79,24211978,0.972,0.978,0.388,0.17,2015-09-02
94.95,43479650,0.972,0.978,0.388,0.168,2015-09-03
99.18,35524441,0.972,0.978,0.388,0.17,2015-09-04
99.48,21031866,0.972,0.978,0.388,0.17,2015-09-07
97.51,17373920,0.972,0.978,0.388,0.17,2015-09-08
95.69,15545991,0.974,0.978,0.39,0.172,2015-09-09
99.16,22591084,0.974,0.976,0.39,0.172,2015-09-10
104.08,28058216,0.974,0.978,0.39,0.174,2015-09-11
104.21,25817651,0.96,0.978,0.388,0.182,2015-09-14
102.62,21715034,0.958,0.978,0.388,0.182,2015-09-15
100.3,17900624,0.958,0.978,0.388,0.182,2015-09-16
98.47,16717919,0.958,0.978,0.388,0.182,2015-09-17
98.07,10264540,0.958,0.978,0.388,0.182,2015-09-18
103.76,21274471,0.958,0.978,0.388,0.182,2015-09-21
102.24,19066632,0.958,0.978,0.388,0.182,2015-09-22
99.47,17026639,0.956,0.978,0.388,0.184,2015-09-23
98.35,17405941,0.956,0.978,0.388,0.184,2015-09-24
103.26,17027579,0.956,0.978,0.388,0.184,2015-09-25
105.98,17426948,0.956,0.978,0.388,0.184,2015-09-28
106.11,21526717,0.956,0.978,0.388,0.184,2015-09-29
111.25,21157937,0.956,0.978,0.388,0.184,2015-09-30
108.33,20836303,0.956,0.978,0.388,0.184,2015-10-01
108.1,12329535,0.956,0.978,0.388,0.182,2015-10-02
114.93,42831944,0.956,0.978,0.388,0.182,2015-10-05
113.33,22455205,0.958,0.978,0.388,0.184,2015-10-06
113.45,12624497,0.956,0.98,0.388,0.184,2015-10-07
109.73,17512118,0.956,0.98,0.386,0.184,2015-10-08
110.23,33231481,0.956,0.98,0.386,0.184,2015-10-09
101.09,48484328,0.958,0.98,0.388,0.184,2015-10-12
98.99,21340511,0.958,0.98,0.388,0.184,2015-10-13
101.69,29964714,0.962,0.972,0.402,0.218,2015-10-14
98.99,17345614,0.964,0.98,0.386,0.17,2015-10-15
97.96,13759583,0.964,0.98,0.386,0.17,2015-10-16
97.32,12786768,0.964,0.98,0.386,0.17,2015-10-19
100.04,18019886,0.966,0.98,0.386,0.17,2015-10-20
103.04,12234824,0.966,0.98,0.386,0.17,2015-10-21
103.07,12066402,0.966,0.98,0.386,0.17,2015-10-22
105.8,13093962,0.966,0.98,0.386,0.17,2015-10-23
105.12,9841406,0.966,0.98,0.386,0.168,2015-10-26
108.38,15571468,0.968,0.98,0.386,0.17,2015-10-27
107.64,11784573,0.966,0.98,0.386,0.172,2015-10-28
109.74,12484136,0.968,0.98,0.386,0.17,2015-10-29
114.05,17505023,0.966,0.98,0.386,0.174,2015-10-30
113.5,13814939,0.966,0.98,0.386,0.172,2015-11-02
114.06,10936608,0.966,0.978,0.386,0.172,2015-11-03
109.86,16154632,0.966,0.978,0.386,0.172,2015-11-04
112.7,11166372,0.966,0.976,0.388,0.174,2015-11-05
112.86,11039154,0.968,0.976,0.39,0.178,2015-11-06
108.92,17568163,0.966,0.976,0.39,0.178,2015-11-09
103.65,18819418,0.966,0.976,0.39,0.18,2015-11-10
111.35,19866161,0.966,0.976,0.39,0.18,2015-11-11
117.1,33016302,0.968,0.976,0.39,0.18,2015-11-12
120.63,23353565,0.968,0.976,0.39,0.18,2015-11-13
120.22,19253236,0.968,0.976,0.39,0.178,2015-11-16
123.84,17977001,0.97,0.976,0.392,0.18,2015-11-17
125.03,15726984,0.97,0.976,0.392,0.18,2015-11-18
123.31,18335255,0.968,0.972,0.394,0.188,2015-11-19
124.16,10980677,0.968,0.972,0.394,0.186,2015-11-20
125.44,6645484,0.968,0.972,0.394,0.186,2015-11-23
123.33,13894031,0.968,0.972,0.394,0.186,2015-11-24
125.37,12550755,0.968,0.972,0.394,0.186,2015-11-25
128.93,24105712,0.968,0.972,0.394,0.186,2015-11-26
126.81,26647260,0.968,0.974,0.394,0.186,2015-11-27
130.93,20250411,0.968,0.974,0.394,0.186,2015-11-30
125.36,23351610,0.97,0.974,0.394,0.184,2015-12-01
126.98,18591147,0.97,0.974,0.394,0.184,2015-12-02
124.2,17788797,0.97,0.974,0.394,0.184,2015-12-03
122.91,13474119,0.968,0.974,0.392,0.182,2015-12-04
118.91,16105315,0.968,0.974,0.394,0.184,2015-12-07
120.67,18735608,0.97,0.974,0.394,0.184,2015-12-08
118.6,11759993,0.968,0.972,0.394,0.184,2015-12-09
122.64,13180982,0.968,0.972,0.394,0.184,2015-12-10
122.51,17284872,0.968,0.972,0.394,0.186,2015-12-11
118.02,17948060,0.968,0.97,0.398,0.196,2015-12-14
116.63,11669993,0.968,0.97,0.398,0.196,2015-12-15
116.24,9689044,0.968,0.97,0.396,0.192,2015-12-16
118.16,9324333,0.968,0.97,0.396,0.19,2015-12-17
117.33,3541403,0.966,0.97,0.396,0.192,2015-12-18
117.11,8424276,0.966,0.97,0.398,0.194,2015-12-21
119.12,8159211,0.968,0.97,0.398,0.194,2015-12-22
116.71,8149686,0.968,0.97,0.398,0.198,2015-12-23
114.38,9273008,0.968,0.97,0.398,0.198,2015-12-24
109.96,20794848,0.968,0.97,0.398,0.198,2015-12-25
107.66,17664562,0.968,0.97,0.398,0.198,2015-12-28
117.68,33045656,0.968,0.97,0.398,0.198,2015-12-29
114.56,33636661,0.968,0.97,0.398,0.198,2015-12-30
111.39,18067140,0.968,0.97,0.398,0.198,2015-12-31
114.97,21920390,0.968,0.97,0.398,0.198,2016-01-01
116.58,15133522,0.968,0.97,0.398,0.198,2016-01-04
106.56,24921587,0.966,0.97,0.398,0.196,2016-01-05
107.06,23664784,0.966,0.972,0.396,0.194,2016-01-06
104.04,19775141,0.98,0.972,0.386,0.15,2016-01-07
107.89,35722752,0.98,0.974,0.386,0.15,2016-01-08
107.74,53009419,0.98,0.972,0.386,0.15,2016-01-11
102.35,31027503,0.98,0.974,0.384,0.148,2016-01-12
100.72,26821771,0.98,0.974,0.384,0.148,2016-01-13
99.12,20321102,0.978,0.974,0.384,0.148,2016-01-14
97.83,22083897,0.978,0.974,0.384,0.148,2016-01-15
91.15,25556187,0.978,0.974,0.384,0.148,2016-01-18
94.41,24562311,0.978,0.974,0.386,0.152,2016-01-19
91.84,20463895,0.978,0.974,0.386,0.152,2016-01-20
94.09,19684477,0.98,0.974,0.384,0.146,2016-01-21
91.49,21906495,0.98,0.974,0.384,0.146,2016-01-22
90.74,27466034,0.98,0.974,0.384,0.146,2016-01-25
89.71,19108600,0.98,0.974,0.384,0.146,2016-01-26
82.79,25929257,0.98,0.974,0.384,0.148,2016-01-27
83.32,25035634,0.98,0.974,0.384,0.148,2016-01-28
86.13,25892874,0.98,0.972,0.386,0.148,2016-01-29
88.45,23146517,0.978,0.972,0.386,0.152,2016-02-01
86.35,21820321,0.978,0.972,0.386,0.152,2016-02-02
87.4,19067683,0.978,0.972,0.388,0.156,2016-02-03
89.05,16356604,0.98,0.972,0.388,0.156,2016-02-04
94.76,18323834,0.98,0.972,0.388,0.158,2016-02-05
90.49,17695324,0.98,0.972,0.39,0.16,2016-02-08
89.23,14259205,0.98,0.972,0.39,0.16,2016-02-09
91.93,16321822,0.98,0.972,0.388,0.158,2016-02-10
89.12,12744428,0.98,0.972,0.39,0.16,2016-02-11
91.61,15972819,0.98,0.972,0.39,0.162,2016-02-12
94.53,17898777,0.98,0.972,0.39,0.162,2016-02-15
94.79,16975151,0.98,0.972,0.39,0.16,2016-02-16
93.41,13663080,0.978,0.972,0.39,0.162,2016-02-17
98.3,17048790,0.976,0.97,0.388,0.16,2016-02-18
97.61,19102849,0.976,0.97,0.39,0.16,2016-02-19
97.93,15320921,0.976,0.97,0.388,0.16,2016-02-22
101.58,23414622,0.978,0.97,0.388,0.16,2016-02-23
95.49,23906672,0.974,0.97,0.388,0.16,2016-02-24
96.23,14796968,0.974,0.968,0.388,0.158,2016-02-25
98.0,12298660,0.974,0.968,0.388,0.158,2016-02-26
97.36,17002063,0.974,0.968,0.388,0.158,2016-02-29
97.66,15114299,0.972,0.966,0.388,0.16,2016-03-01
