close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
98.2995,5729974,0.836,0.654,0.608,0.64,2015-05-01
97.5359,1836359,0.814,0.594,0.644,0.712,2015-05-04
95.4769,1527035,0.814,0.586,0.646,0.71,2015-05-05
95.7959,1400818,0.81,0.576,0.65,0.712,2015-05-06
97.5987,1620225,0.812,0.592,0.644,0.712,2015-05-07
99.3338,2094893,0.81,0.608,0.638,0.712,2015-05-08
100.3488,2077465,0.806,0.61,0.636,0.714,2015-05-11
99.7737,1411203,0.806,0.62,0.632,0.712,2015-05-12
98.5895,973028,0.806,0.62,0.634,0.714,2015-05-13
100.6678,1105923,0.806,0.608,0.638,0.714,2015-05-14
99.9622,949725,0.806,0.624,0.632,0.714,2015-05-15
100.0008,1175419,0.808,0.612,0.638,0.718,2015-05-18
100.2618,1177796,0.794,0.606,0.636,0.722,2015-05-19
101.9825,1411180,0.796,0.616,0.634,0.722,2015-05-20
102.3595,1000188,0.794,0.638,0.626,0.722,2015-05-21
109.2324,4853224,0.792,0.636,0.626,0.724,2015-05-22
107.1217,2680771,0.792,0.698,0.606,0.726,2015-05-25
107.4025,2704124,0.792,0.698,0.608,0.726,2015-05-26
105.7663,2029010,0.792,0.682,0.612,0.726,2015-05-27
103.8492,2813363,0.792,0.68,0.612,0.726,2015-05-28
104.0332,1349535,0.806,0.69,0.614,0.728,2015-05-29
104.2075,1473742,0.808,0.67,0.622,0.73,2015-06-01
103.2199,1686552,0.806,0.666,0.624,0.73,2015-06-02
102.2759,2149434,0.806,0.668,0.622,0.73,2015-06-03
103.0166,1661644,0.806,0.656,0.626,0.73,2015-06-04
101.4578,949040,0.808,0.66,0.626,0.732,2015-06-05
101.6805,1328475,0.806,0.664,0.624,0.732,2015-06-08
104.7303,1429919,0.804,0.656,0.626,0.732,2015-06-09
104.4398,903524,0.806,0.66,0.626,0.734,2015-06-10
104.2656,852496,0.804,0.674,0.62,0.734,2015-06-11
103.8105,988176,0.802,0.672,0.62,0.734,2015-06-12
104.5173,979214,0.802,0.67,0.622,0.734,2015-06-15
104.4592,1710737,0.802,0.67,0.622,0.734,2015-06-16
106.1923,1168753,0.804,0.672,0.622,0.732,2015-06-17
105.2241,1425194,0.802,0.672,0.622,0.738,2015-06-18
106.018,1314423,0.804,0.68,0.622,0.742,2015-06-19
106.3375,837077,0.802,0.678,0.622,0.744,2015-06-22
105.5145,1008691,0.802,0.68,0.622,0.744,2015-06-23
105.7953,861017,0.804,0.68,0.624,0.748,2015-06-24
107.1895,1301761,0.802,0.676,0.624,0.748,2015-06-25
103.5491,1208975,0.8,0.678,0.622,0.746,2015-06-26
105.8728,1442599,0.8,0.694,0.618,0.748,2015-06-29
103.7815,2062683,0.802,0.68,0.622,0.746,2015-06-30
103.6653,1176031,0.802,0.694,0.618,0.746,2015-07-01
103.1182,1350666,0.804,0.672,0.624,0.744,2015-07-02
103.6556,1390571,0.804,0.672,0.626,0.744,2015-07-03
101.5304,906745,0.804,0.676,0.624,0.742,2015-07-06
101.2254,991982,0.802,0.676,0.622,0.742,2015-07-07
104.5367,1024327,0.798,0.674,0.622,0.742,2015-07-08
107.5865,1558209,0.8,0.664,0.626,0.742,2015-07-09
103.8492,2553339,0.798,0.66,0.626,0.742,2015-07-10
104.0332,1148773,0.8,0.69,0.618,0.742,2015-07-13
106.5505,1998904,0.8,0.706,0.612,0.742,2015-07-14
107.267,1952142,0.8,0.672,0.624,0.742,2015-07-15
106.0761,891374,0.798,0.678,0.62,0.74,2015-07-16
106.5892,963639,0.796,0.688,0.616,0.742,2015-07-17
107.1411,825979,0.796,0.698,0.614,0.742,2015-07-20
106.0374,781695,0.794,0.69,0.616,0.744,2015-07-21
102.3388,2592641,0.794,0.698,0.614,0.742,2015-07-22
101.5836,1491713,0.794,0.706,0.61,0.742,2015-07-23
103.7621,1338946,0.794,0.7,0.612,0.742,2015-07-24
103.4716,1213519,0.79,0.676,0.618,0.74,2015-07-27
104.1881,4192934,0.788,0.676,0.618,0.742,2015-07-28
117.5783,7887044,0.788,0.682,0.616,0.744,2015-07-29
118.6917,3273791,0.782,0.626,0.64,0.764,2015-07-30
120.5991,2368416,0.78,0.63,0.638,0.768,2015-07-31
122.7582,1971648,0.786,0.72,0.57,0.646,2015-08-03
117.7332,3194550,0.786,0.734,0.566,0.648,2015-08-04
117.191,1574554,0.786,0.748,0.562,0.648,2015-08-05
117.6267,991360,0.786,0.76,0.558,0.65,2015-08-06
117.2782,1019468,0.786,0.732,0.568,0.65,2015-08-07
116.9393,1293394,0.79,0.726,0.572,0.654,2015-08-10
116.8231,783975,0.788,0.718,0.576,0.654,2015-08-11
117.7816,907107,0.788,0.724,0.572,0.652,2015-08-12
119.0984,789156,0.786,0.722,0.572,0.652,2015-08-13
119.3985,944182,0.786,0.722,0.574,0.654,2015-08-14
119.2243,807595,0.786,0.73,0.57,0.654,2015-08-17
