close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
46.7683,826379,0.612,0.074,0.778,0.794,2015-05-01
46.96,983877,0.612,0.08,0.776,0.796,2015-05-04
46.4853,853013,0.616,0.076,0.778,0.796,2015-05-05
48.2198,3084611,0.614,0.076,0.778,0.796,2015-05-06
50.3195,3081898,0.618,0.086,0.776,0.794,2015-05-07
51.8258,2627197,0.616,0.1,0.772,0.796,2015-05-08
51.6889,1576850,0.618,0.11,0.768,0.794,2015-05-11
51.1776,1271028,0.616,0.112,0.766,0.794,2015-05-12
51.0225,1354118,0.66,0.106,0.79,0.818,2015-05-13
51.2598,1301937,0.662,0.106,0.792,0.82,2015-05-14
50.8034,1113789,0.662,0.102,0.794,0.82,2015-05-15
51.4059,814279,0.662,0.1,0.794,0.822,2015-05-18
50.9129,2774990,0.656,0.108,0.79,0.82,2015-05-19
51.059,1388010,0.656,0.104,0.792,0.82,2015-05-20
52.4375,1328123,0.658,0.106,0.792,0.822,2015-05-21
52.7752,1686303,0.658,0.12,0.788,0.822,2015-05-22
52.054,1981346,0.658,0.124,0.784,0.82,2015-05-25
53.1171,2341520,0.656,0.126,0.784,0.822,2015-05-26
53.0529,1217432,0.658,0.12,0.786,0.822,2015-05-27
52.7047,1493577,0.658,0.126,0.784,0.82,2015-05-28
54.0427,3264916,0.668,0.144,0.782,0.824,2015-05-29
53.8319,1824024,0.668,0.126,0.79,0.824,2015-06-01
53.8961,1487663,0.668,0.138,0.784,0.824,2015-06-02
53.4195,2031307,0.666,0.136,0.786,0.824,2015-06-03
53.1629,1234154,0.668,0.142,0.784,0.826,2015-06-04
52.9246,1967510,0.666,0.14,0.786,0.83,2015-06-05
53.3462,1577700,0.664,0.13,0.788,0.828,2015-06-08
54.1435,1732737,0.662,0.132,0.786,0.828,2015-06-09
53.9694,1044797,0.664,0.134,0.784,0.826,2015-06-10
53.4837,960675,0.662,0.134,0.784,0.826,2015-06-11
52.9705,1029584,0.66,0.134,0.784,0.826,2015-06-12
53.0438,798679,0.66,0.132,0.784,0.826,2015-06-15
53.1904,1063041,0.66,0.132,0.784,0.826,2015-06-16
52.8513,1544877,0.66,0.128,0.786,0.828,2015-06-17
52.4573,2509993,0.658,0.13,0.786,0.83,2015-06-18
52.5397,941540,0.66,0.126,0.79,0.834,2015-06-19
53.1354,1368541,0.658,0.12,0.792,0.836,2015-06-22
52.8605,1040110,0.66,0.12,0.792,0.836,2015-06-23
53.0621,1569776,0.66,0.126,0.79,0.836,2015-06-24
53.1446,1337533,0.66,0.126,0.79,0.836,2015-06-25
51.0001,1970070,0.658,0.126,0.788,0.83,2015-06-26
51.4033,2084458,0.656,0.132,0.786,0.832,2015-06-29
52.4756,1368568,0.656,0.116,0.79,0.83,2015-06-30
52.3473,1369903,0.656,0.118,0.79,0.83,2015-07-01
52.4023,1210953,0.656,0.128,0.786,0.828,2015-07-02
52.4023,2092560,0.658,0.126,0.786,0.828,2015-07-03
50.3678,2857625,0.658,0.126,0.786,0.826,2015-07-06
50.3219,1984737,0.658,0.128,0.784,0.826,2015-07-07
50.6977,2327395,0.654,0.132,0.782,0.826,2015-07-08
51.5316,1306074,0.654,0.12,0.786,0.824,2015-07-09
51.2292,2294753,0.656,0.126,0.784,0.822,2015-07-10
51.1651,3768786,0.658,0.122,0.788,0.828,2015-07-13
49.213,5618340,0.658,0.128,0.786,0.826,2015-07-14
49.5705,2582475,0.656,0.118,0.79,0.832,2015-07-15
49.8729,1743892,0.656,0.118,0.79,0.832,2015-07-16
