close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
36.1543,10848323,0.746,0.874,0.57,0.834,2015-05-01
36.1984,10204805,0.748,0.876,0.57,0.834,2015-05-04
36.0129,11721254,0.748,0.872,0.57,0.836,2015-05-05
35.9333,11906874,0.746,0.872,0.57,0.836,2015-05-06
35.9687,13834747,0.744,0.87,0.568,0.83,2015-05-07
36.2161,11144434,0.746,0.872,0.57,0.832,2015-05-08
36.1808,10113526,0.744,0.874,0.566,0.832,2015-05-11
35.9598,12384499,0.742,0.872,0.568,0.832,2015-05-12
36.278,13183745,0.742,0.868,0.568,0.832,2015-05-13
36.6757,9960964,0.744,0.868,0.57,0.834,2015-05-14
36.6933,8479028,0.744,0.87,0.57,0.834,2015-05-15
36.5166,11511687,0.746,0.87,0.57,0.836,2015-05-18
36.5078,9071997,0.736,0.878,0.566,0.836,2015-05-19
36.5431,10965231,0.736,0.876,0.566,0.836,2015-05-20
36.4371,9270925,0.736,0.874,0.566,0.836,2015-05-21
36.4194,11909499,0.736,0.876,0.566,0.836,2015-05-22
36.225,15194348,0.736,0.88,0.564,0.836,2015-05-25
36.3398,9863138,0.736,0.878,0.564,0.836,2015-05-26
36.3575,9395168,0.738,0.876,0.566,0.836,2015-05-27
36.1984,19628649,0.738,0.878,0.566,0.836,2015-05-28
36.1808,12684052,0.752,0.896,0.566,0.842,2015-05-29
36.225,11878845,0.752,0.89,0.568,0.842,2015-06-01
36.1189,8153777,0.75,0.892,0.566,0.842,2015-06-02
35.8715,10145794,0.75,0.892,0.566,0.842,2015-06-03
35.4384,15975551,0.75,0.9,0.564,0.842,2015-06-04
35.4914,14339260,0.748,0.896,0.566,0.848,2015-06-05
35.5268,10772741,0.746,0.896,0.566,0.846,2015-06-08
35.6417,11979870,0.746,0.898,0.564,0.846,2015-06-09
35.7308,11944854,0.746,0.898,0.564,0.846,2015-06-10
35.606,15568577,0.744,0.898,0.564,0.846,2015-06-11
35.2763,11364793,0.742,0.9,0.562,0.846,2015-06-12
35.7129,12517410,0.742,0.902,0.562,0.846,2015-06-15
35.8822,13898422,0.74,0.902,0.562,0.848,2015-06-16
36.2208,16314590,0.742,0.904,0.562,0.848,2015-06-17
35.9981,23550571,0.74,0.906,0.562,0.848,2015-06-18
36.0694,8775913,0.744,0.908,0.562,0.852,2015-06-19
35.9803,11094928,0.744,0.906,0.566,0.858,2015-06-22
35.811,10385088,0.744,0.908,0.564,0.856,2015-06-23
35.6595,10607592,0.744,0.908,0.564,0.856,2015-06-24
35.6417,16215596,0.744,0.906,0.566,0.858,2015-06-25
35.107,15500771,0.742,0.91,0.562,0.856,2015-06-26
34.9556,14621325,0.74,0.908,0.562,0.856,2015-06-29
35.1961,11177431,0.742,0.908,0.564,0.856,2015-06-30
35.1872,8975923,0.742,0.904,0.564,0.856,2015-07-01
35.1249,10252593,0.742,0.904,0.564,0.852,2015-07-02
35.8644,20335005,0.744,0.904,0.564,0.852,2015-07-03
35.5169,11383747,0.746,0.904,0.566,0.854,2015-07-06
35.5704,13392040,0.744,0.906,0.564,0.854,2015-07-07
35.9892,13360379,0.742,0.902,0.564,0.854,2015-07-08
36.2298,9854203,0.742,0.898,0.566,0.852,2015-07-09
36.6842,19531043,0.742,0.902,0.564,0.852,2015-07-10
36.6485,11252142,0.74,0.904,0.562,0.852,2015-07-13
36.9604,10483688,0.74,0.904,0.562,0.85,2015-07-14
36.7555,9608302,0.742,0.904,0.562,0.85,2015-07-15
36.8713,10024168,0.74,0.906,0.562,0.85,2015-07-16
36.702,13653823,0.74,0.906,0.56,0.85,2015-07-17
36.4436,15528630,0.738,0.912,0.558,0.85,2015-07-20
36.3901,13522199,0.734,0.906,0.56,0.85,2015-07-21
36.0337,10912528,0.736,0.908,0.56,0.852,2015-07-22
36.1228,10945666,0.734,0.908,0.56,0.852,2015-07-23
36.1317,11021821,0.73,0.912,0.56,0.86,2015-07-24
36.1674,8479899,0.724,0.91,0.558,0.86,2015-07-27
36.1406,9095488,0.724,0.908,0.558,0.86,2015-07-28
36.604,15309490,0.718,0.906,0.558,0.86,2015-07-29
37.0139,14672571,0.716,0.904,0.558,0.86,2015-07-30
37.2901,17559905,0.714,0.902,0.558,0.86,2015-07-31
37.5307,15329248,0.714,0.904,0.556,0.86,2015-08-03
37.3525,11378874,0.714,0.902,0.558,0.862,2015-08-04
37.2188,10886719,0.718,0.904,0.558,0.86,2015-08-05
37.1386,9501875,0.722,0.906,0.56,0.862,2015-08-06
36.9604,11254885,0.72,0.904,0.56,0.864,2015-08-07
36.7644,9793289,0.72,0.906,0.56,0.864,2015-08-10
36.6218,10270853,0.72,0.908,0.558,0.866,2015-08-11
36.7555,9905619,0.722,0.91,0.558,0.864,2015-08-12
36.8446,8272813,0.72,0.91,0.558,0.864,2015-08-13
36.8,11199353,0.72,0.912,0.558,0.864,2015-08-14
36.3367,15796292,0.72,0.912,0.556,0.862,2015-08-17
36.1317,14217983,0.72,0.912,0.558,0.862,2015-08-18
35.2229,28036173,0.724,0.912,0.558,0.864,2015-08-19
34.1982,44065301,0.722,0.912,0.558,0.864,2015-08-20
33.8507,31363717,0.722,0.906,0.56,0.864,2015-08-21
34.51,23523272,0.722,0.902,0.562,0.866,2015-08-24
34.9912,18871551,0.722,0.904,0.562,0.866,2015-08-25
35.1516,14503887,0.722,0.9,0.562,0.864,2015-08-26
35.0358,12673262,0.724,0.904,0.562,0.866,2015-08-27
34.5279,23703211,0.724,0.904,0.562,0.866,2015-08-28
34.6615,14054821,0.722,0.9,0.562,0.866,2015-08-31
34.8932,13311591,0.724,0.898,0.564,0.866,2015-09-01
34.3229,15450547,0.724,0.896,0.564,0.866,2015-09-02
34.6615,15273936,0.724,0.898,0.564,0.866,2015-09-03
34.1269,13764593,0.72,0.896,0.562,0.864,2015-09-04
34.2338,14952537,0.722,0.898,0.562,0.862,2015-09-07
34.2698,11802271,0.722,0.898,0.562,0.862,2015-09-08
