close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
30.4489,15307418,0.068,0.02,0.616,0.798,2015-05-01
30.4317,12020149,0.068,0.02,0.616,0.798,2015-05-04
30.0965,11068061,0.068,0.018,0.616,0.802,2015-05-05
29.8902,13076231,0.068,0.018,0.618,0.804,2015-05-06
29.9847,14033685,0.068,0.018,0.62,0.806,2015-05-07
30.363,12787003,0.068,0.02,0.618,0.808,2015-05-08
30.277,8833144,0.068,0.02,0.618,0.806,2015-05-11
29.8644,14049298,0.068,0.02,0.618,0.804,2015-05-12
29.916,9197485,0.068,0.02,0.616,0.802,2015-05-13
29.787,12645342,0.066,0.02,0.616,0.802,2015-05-14
30.0105,9778760,0.066,0.018,0.618,0.804,2015-05-15
30.1309,10285676,0.068,0.012,0.62,0.804,2015-05-18
30.191,9856696,0.066,0.014,0.618,0.804,2015-05-19
30.1051,12926284,0.066,0.016,0.618,0.804,2015-05-20
30.5865,16015976,0.066,0.02,0.616,0.804,2015-05-21
30.6896,9648182,0.068,0.022,0.616,0.804,2015-05-22
30.5349,12566344,0.066,0.022,0.616,0.804,2015-05-25
30.7842,10058319,0.066,0.022,0.616,0.804,2015-05-26
31.2828,18063918,0.066,0.022,0.616,0.806,2015-05-27
30.9217,15806269,0.066,0.02,0.618,0.806,2015-05-28
31.1023,12012462,0.066,0.042,0.612,0.812,2015-05-29
31.1367,16948315,0.068,0.02,0.62,0.812,2015-06-01
30.896,12817148,0.068,0.026,0.618,0.812,2015-06-02
30.5521,10538543,0.068,0.026,0.618,0.814,2015-06-03
30.191,24629237,0.068,0.034,0.616,0.814,2015-06-04
30.3908,15636138,0.07,0.034,0.618,0.818,2015-06-05
30.6253,12900991,0.07,0.02,0.622,0.816,2015-06-08
30.912,11402184,0.068,0.018,0.622,0.816,2015-06-09
30.8772,16819022,0.068,0.018,0.622,0.816,2015-06-10
31.0162,11170195,0.068,0.018,0.622,0.816,2015-06-11
30.799,14015996,0.066,0.018,0.62,0.816,2015-06-12
30.9293,6639180,0.066,0.018,0.622,0.816,2015-06-15
31.103,10286618,0.066,0.018,0.622,0.818,2015-06-16
31.4418,15490867,0.066,0.02,0.62,0.816,2015-06-17
31.3636,14831298,0.066,0.022,0.62,0.82,2015-06-18
31.4331,13783010,0.068,0.024,0.622,0.824,2015-06-19
31.5286,7279864,0.066,0.022,0.622,0.824,2015-06-22
30.5385,16929980,0.066,0.024,0.622,0.824,2015-06-23
30.1389,14593147,0.076,0.024,0.622,0.812,2015-06-24
29.861,11632835,0.074,0.024,0.62,0.812,2015-06-25
28.8622,18717724,0.074,0.024,0.62,0.812,2015-06-26
28.949,12911835,0.076,0.02,0.624,0.812,2015-06-29
28.6971,16169466,0.076,0.018,0.622,0.812,2015-06-30
28.8622,8646353,0.076,0.018,0.622,0.81,2015-07-01
28.3584,10433065,0.074,0.014,0.622,0.806,2015-07-02
28.5408,18589264,0.074,0.014,0.622,0.806,2015-07-03
27.0903,29971354,0.074,0.016,0.622,0.806,2015-07-06
26.934,16934186,0.076,0.014,0.622,0.804,2015-07-07
27.2727,12237837,0.072,0.012,0.622,0.806,2015-07-08
27.5159,16327095,0.074,0.012,0.622,0.804,2015-07-09
27.5941,10832907,0.074,0.018,0.62,0.804,2015-07-10
27.2988,18021954,0.072,0.018,0.62,0.806,2015-07-13
26.5865,35920701,0.074,0.018,0.62,0.806,2015-07-14
26.6213,16230161,0.074,0.016,0.626,0.82,2015-07-15
26.491,15643919,0.072,0.016,0.626,0.82,2015-07-16
26.3955,23472070,0.074,0.016,0.626,0.822,2015-07-17
26.3173,20867839,0.074,0.018,0.626,0.82,2015-07-20
27.3596,38967572,0.074,0.018,0.626,0.818,2015-07-21
26.9774,22967563,0.074,0.018,0.626,0.818,2015-07-22
26.9687,23336099,0.074,0.018,0.626,0.82,2015-07-23
27.2032,23184413,0.076,0.018,0.626,0.82,2015-07-24
27.7504,20632721,0.066,0.018,0.636,0.862,2015-07-27
27.7157,10123323,0.068,0.018,0.638,0.862,2015-07-28
27.3682,12399288,0.068,0.018,0.638,0.862,2015-07-29
27.5159,14800618,0.068,0.018,0.638,0.862,2015-07-30
27.3769,15105905,0.066,0.018,0.636,0.862,2015-07-31
27.4464,14403562,0.068,0.016,0.638,0.86,2015-08-03
27.6722,19567910,0.07,0.016,0.64,0.864,2015-08-04
27.568,12959962,0.07,0.018,0.638,0.862,2015-08-05
27.7417,11676370,0.068,0.024,0.636,0.864,2015-08-06
26.7776,24340252,0.07,0.022,0.638,0.866,2015-08-07
26.8124,23199214,0.07,0.016,0.64,0.866,2015-08-10
26.9774,20432418,0.07,0.016,0.64,0.868,2015-08-11
27.3509,12222383,0.07,0.01,0.642,0.866,2015-08-12
27.4551,12057857,0.07,0.01,0.642,0.866,2015-08-13
27.542,9279790,0.072,0.012,0.642,0.866,2015-08-14
27.4725,13916872,0.072,0.016,0.642,0.866,2015-08-17
26.7863,13352528,0.072,0.016,0.64,0.866,2015-08-18
25.7093,27542241,0.074,0.016,0.642,0.866,2015-08-19
24.1459,35740445,0.074,0.016,0.642,0.866,2015-08-20
23.6942,19966220,0.074,0.016,0.642,0.866,2015-08-21
24.4065,27717284,0.074,0.016,0.642,0.866,2015-08-24
24.8234,28498937,0.074,0.014,0.642,0.866,2015-08-25
25.1882,15167282,0.074,0.016,0.642,0.866,2015-08-26
25.5703,16283903,0.074,0.018,0.642,0.866,2015-08-27
24.8755,16687443,0.074,0.018,0.642,0.866,2015-08-28
25.3706,10776310,0.074,0.018,0.642,0.866,2015-08-31
25.2837,11504177,0.074,0.018,0.64,0.866,2015-09-01
25.0839,13435323,0.074,0.018,0.64,0.866,2015-09-02
25.9525,19298906,0.074,0.018,0.64,0.866,2015-09-03
25.7267,16053641,0.074,0.018,0.64,0.866,2015-09-04
26.3773,18671984,0.074,0.018,0.64,0.866,2015-09-07
26.5092,15344690,0.074,0.018,0.64,0.866,2015-09-08
27.0104,20148928,0.074,0.016,0.64,0.866,2015-09-09
27.2478,22400699,0.074,0.018,0.64,0.866,2015-09-10
27.4324,17076644,0.074,0.018,0.64,0.866,2015-09-11
27.5291,16644558,0.072,0.018,0.64,0.864,2015-09-14
26.8257,31085678,0.07,0.018,0.638,0.864,2015-09-15
26.9224,14325611,0.07,0.018,0.638,0.864,2015-09-16
26.4037,17190217,0.072,0.02,0.638,0.864,2015-09-17
26.1311,11277103,0.072,0.018,0.638,0.862,2015-09-18
25.8849,19687564,0.07,0.018,0.638,0.862,2015-09-21
25.8586,13369419,0.07,0.018,0.638,0.862,2015-09-22
25.1112,15648949,0.074,0.02,0.638,0.86,2015-09-23
25.63,17043675,0.074,0.018,0.638,0.86,2015-09-24
26.3949,18931872,0.072,0.018,0.638,0.862,2015-09-25
26.9664,18261874,0.076,0.018,0.64,0.862,2015-09-28
27.8984,16596611,0.076,0.018,0.64,0.862,2015-09-29
27.9248,15407473,0.076,0.018,0.64,0.862,2015-09-30
28.3292,14214878,0.076,0.018,0.64,0.862,2015-10-01
29.059,15761035,0.076,0.018,0.64,0.86,2015-10-02
29.3931,12909802,0.078,0.018,0.64,0.862,2015-10-05
28.9711,14169091,0.08,0.018,0.64,0.86,2015-10-06
29.0326,10766373,0.08,0.014,0.642,0.86,2015-10-07
29.1293,11789280,0.078,0.014,0.642,0.862,2015-10-08
29.3052,11974025,0.078,0.014,0.642,0.862,2015-10-09
29.2964,10844287,0.078,0.014,0.642,0.862,2015-10-12
29.1469,9445809,0.078,0.014,0.642,0.862,2015-10-13
29.2261,10084557,0.078,0.014,0.642,0.862,2015-10-14
29.4371,11848337,0.072,0.014,0.644,0.876,2015-10-15
31.1428,37243555,0.072,0.014,0.644,0.872,2015-10-16
31.1428,22708138,0.072,0.014,0.644,0.872,2015-10-19
31.6088,18277810,0.072,0.014,0.644,0.874,2015-10-20
31.3626,14010782,0.072,0.014,0.644,0.872,2015-10-21
30.7472,15536048,0.076,0.024,0.644,0.88,2015-10-22
30.967,9668647,0.074,0.026,0.644,0.88,2015-10-23
30.5537,12087595,0.072,0.026,0.642,0.88,2015-10-26
30.6944,10723880,0.07,0.028,0.64,0.878,2015-10-27
31.2747,11858442,0.07,0.026,0.642,0.88,2015-10-28
31.4593,15144876,0.072,0.026,0.642,0.882,2015-10-29
31.1428,12716625,0.07,0.032,0.64,0.882,2015-10-30
