close,volume,growthScore,multipleScore,integratedScore,financialReturnsScore,date
39.33,2584746,0.422,0.792,0.506,0.89,2015-05-01
39.31,2272820,0.422,0.794,0.506,0.89,2015-05-04
38.74,2512828,0.418,0.79,0.506,0.89,2015-05-05
39.445,5382158,0.418,0.792,0.504,0.888,2015-05-06
39.6,2240484,0.41,0.836,0.494,0.908,2015-05-07
40.07,1562108,0.414,0.836,0.496,0.908,2015-05-08
40.105,2442926,0.41,0.838,0.494,0.91,2015-05-11
39.99,1868352,0.408,0.84,0.492,0.91,2015-05-12
40.095,1526088,0.406,0.836,0.494,0.912,2015-05-13
40.44,2197888,0.408,0.838,0.492,0.908,2015-05-14
40.49,1874466,0.404,0.842,0.49,0.91,2015-05-15
40.73,1986088,0.406,0.844,0.49,0.908,2015-05-18
40.505,1736424,0.398,0.84,0.49,0.91,2015-05-19
40.555,1587424,0.396,0.838,0.49,0.908,2015-05-20
40.45,1269852,0.4,0.838,0.49,0.908,2015-05-21
40.285,1118070,0.4,0.836,0.49,0.908,2015-05-22
39.88,1401246,0.4,0.834,0.492,0.908,2015-05-25
40.39,1394730,0.402,0.834,0.492,0.908,2015-05-26
40.395,1031582,0.398,0.834,0.492,0.912,2015-05-27
40.075,2584688,0.4,0.836,0.492,0.914,2015-05-28
40.28,1260680,0.408,0.858,0.488,0.916,2015-05-29
40.235,1954370,0.406,0.854,0.49,0.916,2015-06-01
40.69,1760734,0.406,0.854,0.49,0.916,2015-06-02
40.1,1866598,0.406,0.852,0.49,0.916,2015-06-03
40.11,1360968,0.408,0.858,0.488,0.918,2015-06-04
39.795,1157052,0.408,0.86,0.488,0.918,2015-06-05
39.62,1541802,0.404,0.856,0.49,0.922,2015-06-08
40.21,2340214,0.402,0.856,0.49,0.922,2015-06-09
40.49,1610480,0.4,0.856,0.49,0.922,2015-06-10
40.16,993404,0.4,0.856,0.488,0.922,2015-06-11
39.7775,1617092,0.396,0.86,0.486,0.922,2015-06-12
40.315,1881372,0.396,0.86,0.486,0.922,2015-06-15
40.4625,2610664,0.398,0.856,0.488,0.924,2015-06-16
41.345,4436742,0.396,0.858,0.488,0.922,2015-06-17
42.635,10107068,0.396,0.858,0.486,0.922,2015-06-18
43.02,3521676,0.394,0.866,0.422,0.736,2015-06-19
42.85,2707840,0.392,0.876,0.418,0.74,2015-06-22
42.5,2787684,0.392,0.876,0.418,0.738,2015-06-23
42.44,1993072,0.394,0.872,0.42,0.74,2015-06-24
42.505,3216502,0.394,0.87,0.422,0.742,2015-06-25
41.415,2853462,0.392,0.874,0.42,0.742,2015-06-26
41.415,2396616,0.39,0.876,0.42,0.742,2015-06-29
42.055,2143734,0.39,0.874,0.418,0.74,2015-06-30
41.925,1891424,0.392,0.87,0.42,0.74,2015-07-01
42.155,1797470,0.39,0.874,0.418,0.738,2015-07-02
42.48,3218734,0.392,0.876,0.418,0.738,2015-07-03
41.705,1771612,0.39,0.876,0.416,0.736,2015-07-06
42.2225,1949966,0.39,0.878,0.416,0.734,2015-07-07
43.175,2402356,0.39,0.876,0.416,0.736,2015-07-08
43.545,2328042,0.388,0.878,0.416,0.734,2015-07-09
43.7,1804100,0.388,0.884,0.414,0.734,2015-07-10
43.595,2146320,0.388,0.882,0.414,0.736,2015-07-13
44.115,1751478,0.388,0.884,0.412,0.734,2015-07-14
44.02,1568064,0.388,0.884,0.412,0.734,2015-07-15
44.07,2059110,0.388,0.884,0.412,0.732,2015-07-16
43.675,1976610,0.39,0.89,0.412,0.732,2015-07-17
43.985,1432972,0.39,0.89,0.412,0.734,2015-07-20
43.335,2425634,0.386,0.888,0.41,0.734,2015-07-21
42.995,2210168,0.386,0.888,0.41,0.734,2015-07-22
42.53,2732384,0.38,0.888,0.41,0.734,2015-07-23
42.82,3281188,0.382,0.884,0.41,0.734,2015-07-24
43.905,2981454,0.38,0.884,0.41,0.736,2015-07-27
43.79,3983726,0.378,0.884,0.41,0.736,2015-07-28
43.43,2387348,0.376,0.886,0.41,0.738,2015-07-29
43.66,2210866,0.374,0.878,0.404,0.714,2015-07-30
43.875,2115802,0.372,0.878,0.402,0.716,2015-07-31
44.27,2220598,0.372,0.874,0.406,0.72,2015-08-03
43.525,1817466,0.374,0.874,0.406,0.72,2015-08-04
43.755,2222276,0.372,0.876,0.406,0.72,2015-08-05
44.42,1955446,0.372,0.874,0.406,0.72,2015-08-06
44.025,1670108,0.374,0.876,0.406,0.72,2015-08-07
44.265,2805764,0.374,0.876,0.406,0.722,2015-08-10
44.58,1520732,0.372,0.878,0.406,0.724,2015-08-11
44.79,1145642,0.374,0.878,0.406,0.724,2015-08-12
45.055,1434690,0.372,0.878,0.406,0.724,2015-08-13
45.14,967426,0.37,0.884,0.402,0.724,2015-08-14
44.9,1425890,0.37,0.882,0.404,0.726,2015-08-17
44.21,2039922,0.372,0.88,0.406,0.726,2015-08-18
42.435,3582192,0.372,0.88,0.406,0.726,2015-08-19
40.705,6281430,0.372,0.882,0.406,0.726,2015-08-20
40.035,4191008,0.374,0.884,0.406,0.724,2015-08-21
42.315,4288180,0.374,0.88,0.406,0.724,2015-08-24
43.28,3736940,0.374,0.874,0.408,0.726,2015-08-25
43.39,1902436,0.374,0.872,0.41,0.726,2015-08-26
42.635,2456218,0.376,0.884,0.406,0.728,2015-08-27
41.435,2948498,0.376,0.88,0.408,0.728,2015-08-28
42.59,3074810,0.376,0.878,0.408,0.728,2015-08-31
42.865,2204286,0.376,0.876,0.41,0.728,2015-09-01
42.055,2288110,0.38,0.876,0.412,0.73,2015-09-02
43.285,2737052,0.38,0.878,0.41,0.73,2015-09-03
42.555,2007954,0.378,0.878,0.41,0.726,2015-09-04
42.96,1868236,0.378,0.876,0.41,0.728,2015-09-07
43.035,2393860,0.372,0.876,0.408,0.728,2015-09-08
42.605,2172242,0.374,0.882,0.406,0.728,2015-09-09
43.35,2620748,0.376,0.88,0.408,0.728,2015-09-10
43.65,1995324,0.374,0.884,0.406,0.726,2015-09-11
43.8,2018546,0.37,0.874,0.408,0.728,2015-09-14
43.265,3863482,0.37,0.87,0.408,0.728,2015-09-15
43.905,1814938,0.37,0.872,0.408,0.728,2015-09-16
43.14,3468906,0.37,0.868,0.41,0.728,2015-09-17
43.69,2183326,0.372,0.866,0.41,0.728,2015-09-18
43.82,2510396,0.37,0.874,0.408,0.732,2015-09-21
43.89,2373058,0.37,0.88,0.408,0.732,2015-09-22
42.265,3833742,0.372,0.878,0.408,0.73,2015-09-23
42.38,3665678,0.372,0.88,0.408,0.732,2015-09-24
43.305,2554328,0.37,0.884,0.406,0.732,2015-09-25
43.755,2741600,0.372,0.888,0.406,0.732,2015-09-28
44.11,3082392,0.37,0.888,0.404,0.73,2015-09-29
44.68,2226350,0.37,0.888,0.404,0.73,2015-09-30
44.205,1937174,0.368,0.89,0.402,0.73,2015-10-01
44.775,1808210,0.37,0.892,0.402,0.73,2015-10-02
45.67,2387388,0.374,0.888,0.406,0.732,2015-10-05
46.09,2515094,0.38,0.888,0.408,0.732,2015-10-06
46.22,2331352,0.378,0.886,0.408,0.732,2015-10-07
45.785,1816674,0.38,0.884,0.408,0.73,2015-10-08
45.465,1663658,0.378,0.89,0.406,0.73,2015-10-09
45.515,2610664,0.378,0.888,0.406,0.73,2015-10-12
45.975,2373882,0.382,0.89,0.406,0.728,2015-10-13
46.38,1803358,0.378,0.89,0.406,0.732,2015-10-14
46.435,2172824,0.386,0.89,0.408,0.73,2015-10-15
46.295,1882468,0.384,0.886,0.408,0.726,2015-10-16
47.255,2214628,0.378,0.89,0.404,0.724,2015-10-19
47.875,2200092,0.378,0.89,0.404,0.724,2015-10-20
47.77,2715322,0.378,0.894,0.402,0.724,2015-10-21
47.715,1987524,0.376,0.896,0.402,0.724,2015-10-22
